"GEOID","NAME","moe","no_vehicle"
"42003419000","Census Tract 4190; Allegheny County; Pennsylvania",152,834
"42003413201","Census Tract 4132.01; Allegheny County; Pennsylvania",124,576
"42003050600","Census Tract 506; Allegheny County; Pennsylvania",131,362
"42003040900","Census Tract 409; Allegheny County; Pennsylvania",161,638
"42003040400","Census Tract 404; Allegheny County; Pennsylvania",128,511
"42003040200","Census Tract 402; Allegheny County; Pennsylvania",42,118
"42003020300","Census Tract 203; Allegheny County; Pennsylvania",192,909
"42003445500","Census Tract 4455; Allegheny County; Pennsylvania",128,553
"42003437000","Census Tract 4370; Allegheny County; Pennsylvania",162,636
"42003431400","Census Tract 4314; Allegheny County; Pennsylvania",87,356
"42003429600","Census Tract 4296; Allegheny County; Pennsylvania",126,776
"42003427100","Census Tract 4271; Allegheny County; Pennsylvania",173,735
"42003262000","Census Tract 2620; Allegheny County; Pennsylvania",150,484
"42003260700","Census Tract 2607; Allegheny County; Pennsylvania",57,175
"42003406000","Census Tract 4060; Allegheny County; Pennsylvania",95,307
"42003563800","Census Tract 5638; Allegheny County; Pennsylvania",88,602
"42003563100","Census Tract 5631; Allegheny County; Pennsylvania",229,1008
"42003980100","Census Tract 9801; Allegheny County; Pennsylvania",11,0
"42003497000","Census Tract 4970; Allegheny County; Pennsylvania",70,127
"42003564200","Census Tract 5642; Allegheny County; Pennsylvania",86,391
"42003160800","Census Tract 1608; Allegheny County; Pennsylvania",242,623
"42003565300","Census Tract 5653; Allegheny County; Pennsylvania",62,185
"42003130700","Census Tract 1307; Allegheny County; Pennsylvania",161,573
"42003412004","Census Tract 4120.04; Allegheny County; Pennsylvania",94,278
"42003513000","Census Tract 5130; Allegheny County; Pennsylvania",88,319
"42003562901","Census Tract 5629.01; Allegheny County; Pennsylvania",80,234
"42003414200","Census Tract 4142; Allegheny County; Pennsylvania",175,583
"42003414101","Census Tract 4141.01; Allegheny County; Pennsylvania",107,395
"42003413500","Census Tract 4135; Allegheny County; Pennsylvania",344,1721
"42003434000","Census Tract 4340; Allegheny County; Pennsylvania",79,264
"42003431500","Census Tract 4315; Allegheny County; Pennsylvania",185,826
"42003429700","Census Tract 4297; Allegheny County; Pennsylvania",96,361
"42003429500","Census Tract 4295; Allegheny County; Pennsylvania",305,1383
"42003429100","Census Tract 4291; Allegheny County; Pennsylvania",183,621
"42003427200","Census Tract 4272; Allegheny County; Pennsylvania",250,929
"42003427000","Census Tract 4270; Allegheny County; Pennsylvania",173,664
"42003426800","Census Tract 4268; Allegheny County; Pennsylvania",126,451
"42003426300","Census Tract 4263; Allegheny County; Pennsylvania",167,728
"42003261400","Census Tract 2614; Allegheny County; Pennsylvania",137,563
"42003260200","Census Tract 2602; Allegheny County; Pennsylvania",112,402
"42003408002","Census Tract 4080.02; Allegheny County; Pennsylvania",235,628
"42003407001","Census Tract 4070.01; Allegheny County; Pennsylvania",173,604
"42003401200","Census Tract 4012; Allegheny County; Pennsylvania",207,598
"42003401100","Census Tract 4011; Allegheny County; Pennsylvania",219,833
"42003480102","Census Tract 4801.02; Allegheny County; Pennsylvania",105,454
"42003480300","Census Tract 4803; Allegheny County; Pennsylvania",131,660
"42003475301","Census Tract 4753.01; Allegheny County; Pennsylvania",448,1150
"42003478100","Census Tract 4781; Allegheny County; Pennsylvania",173,772
"42003457100","Census Tract 4571; Allegheny County; Pennsylvania",70,307
"42003468900","Census Tract 4689; Allegheny County; Pennsylvania",205,969
"42003492800","Census Tract 4928; Allegheny County; Pennsylvania",131,308
"42003495000","Census Tract 4950; Allegheny County; Pennsylvania",119,401
"42003504100","Census Tract 5041; Allegheny County; Pennsylvania",258,966
"42003500300","Census Tract 5003; Allegheny County; Pennsylvania",212,839
"42003499300","Census Tract 4993; Allegheny County; Pennsylvania",77,283
"42003498000","Census Tract 4980; Allegheny County; Pennsylvania",71,410
"42003141400","Census Tract 1414; Allegheny County; Pennsylvania",246,942
"42003110200","Census Tract 1102; Allegheny County; Pennsylvania",296,1183
"42003101800","Census Tract 1018; Allegheny County; Pennsylvania",127,644
"42003090300","Census Tract 903; Allegheny County; Pennsylvania",77,437
"42003080600","Census Tract 806; Allegheny County; Pennsylvania",124,532
"42003070900","Census Tract 709; Allegheny County; Pennsylvania",271,1145
"42003060500","Census Tract 605; Allegheny County; Pennsylvania",75,290
"42003051000","Census Tract 510; Allegheny County; Pennsylvania",257,328
"42003140300","Census Tract 1403; Allegheny County; Pennsylvania",133,598
"42003120300","Census Tract 1203; Allegheny County; Pennsylvania",85,291
"42003110600","Census Tract 1106; Allegheny County; Pennsylvania",103,390
"42003519000","Census Tract 5190; Allegheny County; Pennsylvania",90,497
"42003515200","Census Tract 5152; Allegheny County; Pennsylvania",165,662
"42003514000","Census Tract 5140; Allegheny County; Pennsylvania",95,278
"42003424000","Census Tract 4240; Allegheny County; Pennsylvania",199,757
"42003422000","Census Tract 4220; Allegheny County; Pennsylvania",108,247
"42003417200","Census Tract 4172; Allegheny County; Pennsylvania",64,196
"42003415002","Census Tract 4150.02; Allegheny County; Pennsylvania",86,218
"42003471000","Census Tract 4710; Allegheny County; Pennsylvania",82,308
"42003483800","Census Tract 4838; Allegheny County; Pennsylvania",183,762
"42003491101","Census Tract 4911.01; Allegheny County; Pennsylvania",187,676
"42003460002","Census Tract 4600.02; Allegheny County; Pennsylvania",146,579
"42003490002","Census Tract 4900.02; Allegheny County; Pennsylvania",250,924
"42003462600","Census Tract 4626; Allegheny County; Pennsylvania",198,833
"42003474202","Census Tract 4742.02; Allegheny County; Pennsylvania",173,725
"42003488200","Census Tract 4882; Allegheny County; Pennsylvania",138,352
"42003488400","Census Tract 4884; Allegheny County; Pennsylvania",236,863
"42003488500","Census Tract 4885; Allegheny County; Pennsylvania",191,540
"42003524000","Census Tract 5240; Allegheny County; Pennsylvania",127,500
"42003523800","Census Tract 5238; Allegheny County; Pennsylvania",225,839
"42003523701","Census Tract 5237.01; Allegheny County; Pennsylvania",136,676
"42003523501","Census Tract 5235.01; Allegheny County; Pennsylvania",176,796
"42003523100","Census Tract 5231; Allegheny County; Pennsylvania",190,745
"42003521402","Census Tract 5214.02; Allegheny County; Pennsylvania",101,316
"42003521401","Census Tract 5214.01; Allegheny County; Pennsylvania",105,481
"42003526101","Census Tract 5261.01; Allegheny County; Pennsylvania",170,743
"42003473401","Census Tract 4734.01; Allegheny County; Pennsylvania",97,467
"42003473300","Census Tract 4733; Allegheny County; Pennsylvania",249,791
"42003481000","Census Tract 4810; Allegheny County; Pennsylvania",164,523
"42003484300","Census Tract 4843; Allegheny County; Pennsylvania",169,421
"42003461000","Census Tract 4610; Allegheny County; Pennsylvania",52,317
"42003190300","Census Tract 1903; Allegheny County; Pennsylvania",193,700
"42003191400","Census Tract 1914; Allegheny County; Pennsylvania",249,785
"42003191500","Census Tract 1915; Allegheny County; Pennsylvania",104,406
"42003281400","Census Tract 2814; Allegheny County; Pennsylvania",141,511
"42003290100","Census Tract 2901; Allegheny County; Pennsylvania",86,253
"42003320700","Census Tract 3207; Allegheny County; Pennsylvania",67,234
"42003459101","Census Tract 4591.01; Allegheny County; Pennsylvania",80,258
"42003475401","Census Tract 4754.01; Allegheny County; Pennsylvania",163,539
"42003456001","Census Tract 4560.01; Allegheny County; Pennsylvania",84,204
"42003472100","Census Tract 4721; Allegheny County; Pennsylvania",147,669
"42003486800","Census Tract 4868; Allegheny County; Pennsylvania",77,289
"42003452000","Census Tract 4520; Allegheny County; Pennsylvania",245,992
"42003563300","Census Tract 5633; Allegheny County; Pennsylvania",55,147
"42003451105","Census Tract 4511.05; Allegheny County; Pennsylvania",212,809
"42003453004","Census Tract 4530.04; Allegheny County; Pennsylvania",263,1349
"42003562600","Census Tract 5626; Allegheny County; Pennsylvania",347,744
"42003562000","Census Tract 5620; Allegheny County; Pennsylvania",248,891
"42003562300","Census Tract 5623; Allegheny County; Pennsylvania",230,633
"42003980900","Census Tract 9809; Allegheny County; Pennsylvania",11,0
"42003980400","Census Tract 9804; Allegheny County; Pennsylvania",11,0
"42003562800","Census Tract 5628; Allegheny County; Pennsylvania",79,361
"42003130600","Census Tract 1306; Allegheny County; Pennsylvania",130,315
"42003562700","Census Tract 5627; Allegheny County; Pennsylvania",136,787
"42003458002","Census Tract 4580.02; Allegheny County; Pennsylvania",190,660
"42003141200","Census Tract 1412; Allegheny County; Pennsylvania",143,668
"42003565200","Census Tract 5652; Allegheny County; Pennsylvania",128,597
"42003564000","Census Tract 5640; Allegheny County; Pennsylvania",225,582
"42003563000","Census Tract 5630; Allegheny County; Pennsylvania",158,463
"42003980500","Census Tract 9805; Allegheny County; Pennsylvania",9,9
"42003980700","Census Tract 9807; Allegheny County; Pennsylvania",34,56
"42003487000","Census Tract 4870; Allegheny County; Pennsylvania",118,435
"42003523200","Census Tract 5232; Allegheny County; Pennsylvania",213,893
"42003526301","Census Tract 5263.01; Allegheny County; Pennsylvania",102,410
"42003474101","Census Tract 4741.01; Allegheny County; Pennsylvania",114,357
"42003202300","Census Tract 2023; Allegheny County; Pennsylvania",216,851
"42003475200","Census Tract 4752; Allegheny County; Pennsylvania",159,666
"42003070600","Census Tract 706; Allegheny County; Pennsylvania",130,625
"42003520001","Census Tract 5200.01; Allegheny County; Pennsylvania",182,790
"42003415001","Census Tract 4150.01; Allegheny County; Pennsylvania",112,368
"42003428100","Census Tract 4281; Allegheny County; Pennsylvania",71,270
"42003404000","Census Tract 4040; Allegheny County; Pennsylvania",74,327
"42003562500","Census Tract 5625; Allegheny County; Pennsylvania",135,375
"42003130800","Census Tract 1308; Allegheny County; Pennsylvania",197,419
"42003241300","Census Tract 2413; Allegheny County; Pennsylvania",184,953
"42003271600","Census Tract 2716; Allegheny County; Pennsylvania",194,717
"42003453003","Census Tract 4530.03; Allegheny County; Pennsylvania",42,192
"42003980800","Census Tract 9808; Allegheny County; Pennsylvania",11,0
"42003489002","Census Tract 4890.02; Allegheny County; Pennsylvania",132,482
"42003484500","Census Tract 4845; Allegheny County; Pennsylvania",228,1125
"42003180300","Census Tract 1803; Allegheny County; Pennsylvania",191,475
"42003191700","Census Tract 1917; Allegheny County; Pennsylvania",122,635
"42003320600","Census Tract 3206; Allegheny County; Pennsylvania",97,414
"42003402000","Census Tract 4020; Allegheny County; Pennsylvania",217,584
"42003050900","Census Tract 509; Allegheny County; Pennsylvania",87,187
"42003520002","Census Tract 5200.02; Allegheny County; Pennsylvania",187,902
"42003510000","Census Tract 5100; Allegheny County; Pennsylvania",94,306
"42003416000","Census Tract 4160; Allegheny County; Pennsylvania",47,341
"42003101400","Census Tract 1014; Allegheny County; Pennsylvania",112,630
"42003464300","Census Tract 4643; Allegheny County; Pennsylvania",188,740
"42003462100","Census Tract 4621; Allegheny County; Pennsylvania",175,667
"42003140800","Census Tract 1408; Allegheny County; Pennsylvania",147,804
"42003515300","Census Tract 5153; Allegheny County; Pennsylvania",175,508
"42003423000","Census Tract 4230; Allegheny County; Pennsylvania",150,528
"42003413400","Census Tract 4134; Allegheny County; Pennsylvania",106,319
"42003412002","Census Tract 4120.02; Allegheny County; Pennsylvania",80,229
"42003030500","Census Tract 305; Allegheny County; Pennsylvania",155,765
"42003439000","Census Tract 4390; Allegheny County; Pennsylvania",40,116
"42003430200","Census Tract 4302; Allegheny County; Pennsylvania",203,615
"42003429201","Census Tract 4292.01; Allegheny County; Pennsylvania",201,821
"42003270800","Census Tract 2708; Allegheny County; Pennsylvania",134,557
"42003488600","Census Tract 4886; Allegheny County; Pennsylvania",208,596
"42003523702","Census Tract 5237.02; Allegheny County; Pennsylvania",250,1041
"42003561400","Census Tract 5614; Allegheny County; Pennsylvania",220,1043
"42003552300","Census Tract 5523; Allegheny County; Pennsylvania",102,318
"42003550900","Census Tract 5509; Allegheny County; Pennsylvania",93,224
"42003526202","Census Tract 5262.02; Allegheny County; Pennsylvania",159,523
"42003473402","Census Tract 4734.02; Allegheny County; Pennsylvania",143,340
"42003191600","Census Tract 1916; Allegheny County; Pennsylvania",214,890
"42003470300","Census Tract 4703; Allegheny County; Pennsylvania",167,830
"42003475101","Census Tract 4751.01; Allegheny County; Pennsylvania",190,904
"42003507000","Census Tract 5070; Allegheny County; Pennsylvania",102,462
"42003460001","Census Tract 4600.01; Allegheny County; Pennsylvania",233,846
"42003465800","Census Tract 4658; Allegheny County; Pennsylvania",169,717
"42003459201","Census Tract 4592.01; Allegheny County; Pennsylvania",271,1456
"42003464400","Census Tract 4644; Allegheny County; Pennsylvania",261,691
"42003202200","Census Tract 2022; Allegheny County; Pennsylvania",147,495
"42003451101","Census Tract 4511.01; Allegheny County; Pennsylvania",131,485
"42003429300","Census Tract 4293; Allegheny County; Pennsylvania",198,1028
"42003496101","Census Tract 4961.01; Allegheny County; Pennsylvania",120,318
"42003090200","Census Tract 902; Allegheny County; Pennsylvania",139,619
"42003521200","Census Tract 5212; Allegheny County; Pennsylvania",246,907
"42003509400","Census Tract 5094; Allegheny County; Pennsylvania",243,879
"42003426400","Census Tract 4264; Allegheny County; Pennsylvania",207,744
"42003407002","Census Tract 4070.02; Allegheny County; Pennsylvania",217,792
"42003411002","Census Tract 4110.02; Allegheny County; Pennsylvania",269,784
"42003474102","Census Tract 4741.02; Allegheny County; Pennsylvania",46,105
"42003564400","Census Tract 5644; Allegheny County; Pennsylvania",245,1060
"42003563202","Census Tract 5632.02; Allegheny County; Pennsylvania",133,486
"42003474201","Census Tract 4742.01; Allegheny County; Pennsylvania",50,125
"42003485000","Census Tract 4850; Allegheny County; Pennsylvania",95,261
"42003523300","Census Tract 5233; Allegheny County; Pennsylvania",159,657
"42003170600","Census Tract 1706; Allegheny County; Pennsylvania",101,355
"42003300100","Census Tract 3001; Allegheny County; Pennsylvania",150,517
"42003476100","Census Tract 4761; Allegheny County; Pennsylvania",207,1004
"42003496102","Census Tract 4961.02; Allegheny County; Pennsylvania",133,529
"42003518001","Census Tract 5180.01; Allegheny County; Pennsylvania",160,668
"42003418000","Census Tract 4180; Allegheny County; Pennsylvania",67,338
"42003413202","Census Tract 4132.02; Allegheny County; Pennsylvania",102,382
"42003429202","Census Tract 4292.02; Allegheny County; Pennsylvania",89,498
"42003403500","Census Tract 4035; Allegheny County; Pennsylvania",259,748
"42003261300","Census Tract 2613; Allegheny County; Pennsylvania",98,330
"42003479000","Census Tract 4790; Allegheny County; Pennsylvania",54,310
"42003490003","Census Tract 4900.03; Allegheny County; Pennsylvania",89,401
"42003552000","Census Tract 5520; Allegheny County; Pennsylvania",146,358
"42003290400","Census Tract 2904; Allegheny County; Pennsylvania",172,674
"42003421200","Census Tract 4212; Allegheny County; Pennsylvania",234,595
"42003470502","Census Tract 4705.02; Allegheny County; Pennsylvania",89,318
"42003408001","Census Tract 4080.01; Allegheny County; Pennsylvania",112,383
"42003980300","Census Tract 9803; Allegheny County; Pennsylvania",11,0
"42003564500","Census Tract 5645; Allegheny County; Pennsylvania",135,385
"42003465600","Census Tract 4656; Allegheny County; Pennsylvania",106,434
"42003477200","Census Tract 4772; Allegheny County; Pennsylvania",170,817
"42003451102","Census Tract 4511.02; Allegheny County; Pennsylvania",288,855
"42003451104","Census Tract 4511.04; Allegheny County; Pennsylvania",60,166
"42003459102","Census Tract 4591.02; Allegheny County; Pennsylvania",206,670
"42003477100","Census Tract 4771; Allegheny County; Pennsylvania",132,620
"42003526102","Census Tract 5261.02; Allegheny County; Pennsylvania",60,249
"42003180700","Census Tract 1807; Allegheny County; Pennsylvania",115,528
"42003456004","Census Tract 4560.04; Allegheny County; Pennsylvania",221,1024
"42003070300","Census Tract 703; Allegheny County; Pennsylvania",88,356
"42003517000","Census Tract 5170; Allegheny County; Pennsylvania",106,412
"42003413100","Census Tract 4131; Allegheny County; Pennsylvania",162,687
"42003429400","Census Tract 4294; Allegheny County; Pennsylvania",148,610
"42003401300","Census Tract 4013; Allegheny County; Pennsylvania",80,303
"42003458001","Census Tract 4580.01; Allegheny County; Pennsylvania",188,726
"42003477300","Census Tract 4773; Allegheny County; Pennsylvania",315,1190
"42003516200","Census Tract 5162; Allegheny County; Pennsylvania",86,399
"42003425000","Census Tract 4250; Allegheny County; Pennsylvania",187,839
"42003981800","Census Tract 9818; Allegheny County; Pennsylvania",11,0
"42003525300","Census Tract 5253; Allegheny County; Pennsylvania",158,474
"42003447000","Census Tract 4470; Allegheny County; Pennsylvania",158,205
